Date,DayOfWeek,Month,Season,Weekend,Holiday,Ramadan,Promotion,NearbyEvent,TemperatureC,RainfallMM,FootTraffic,AvgOrderValue,TopSellingProduct,WorkingHours,DailyRevenue
2029-04-10,Tuesday,4,Spring,0,0,1,1,0,23,0.0,184,9.7,Tea,10,1927.38
2029-04-11,Wednesday,4,Spring,0,0,1,0,0,25,11.1,93,10.29,Espresso,10,1005.86
2029-04-12,Thursday,4,Spring,0,0,0,1,1,28,4.0,215,5.1,Espresso,10,1202.18
2029-04-13,Friday,4,Spring,0,1,1,1,0,24,3.9,153,10.25,Sandwich,10,1727.59
2029-04-14,Saturday,4,Spring,1,0,1,0,1,28,3.3,241,7.1,Cappuccino,11,1704.61
2029-04-15,Sunday,4,Spring,1,0,1,0,0,27,5.2,165,5.44,Pastry,11,779.06
2029-04-16,Monday,4,Spring,0,0,0,0,0,29,4.3,149,5.77,Sandwich,10,962.7
2029-04-17,Tuesday,4,Spring,0,0,1,0,0,27,0.6,108,8.44,Sandwich,10,834.96
2029-04-18,Wednesday,4,Spring,0,1,0,0,1,21,4.9,169,10.08,Latte,10,1705.23
2029-04-19,Thursday,4,Spring,0,0,1,0,0,26,3.1,102,8.47,Sandwich,10,755.83
2029-04-20,Friday,4,Spring,0,0,1,0,0,19,1.6,106,6.4,Mocha,10,619.02
2029-04-21,Saturday,4,Spring,1,0,1,1,1,27,0.0,312,9.2,Sandwich,11,3194.91
2029-04-22,Sunday,4,Spring,1,0,0,0,0,25,1.5,192,8.72,Sandwich,11,1811.35
2029-04-23,Monday,4,Spring,0,0,1,0,0,27,3.1,122,7.09,Latte,10,720.77
2029-04-24,Tuesday,4,Spring,0,0,1,0,0,19,5.9,124,5.96,Cappuccino,10,741.34
2029-04-25,Wednesday,4,Spring,0,0,1,0,1,26,5.7,151,9.23,Latte,10,1525.32
2029-04-26,Thursday,4,Spring,0,0,1,1,0,27,7.7,155,4.92,Sandwich,10,798.54
2029-04-27,Friday,4,Spring,0,0,0,1,0,23,3.8,177,6.16,Cappuccino,10,1138.49
2029-04-28,Saturday,4,Spring,1,0,0,0,0,24,3.0,192,7.47,Latte,11,1476.51
2029-04-29,Sunday,4,Spring,1,0,1,0,1,27,10.0,241,9.44,Sandwich,11,2228.21
2029-04-30,Monday,4,Spring,0,0,1,0,0,23,5.0,119,6.13,Cappuccino,10,690.14
2029-05-01,Tuesday,5,Spring,0,0,0,1,0,22,0.4,199,6.33,Sandwich,10,1514.19
2029-05-02,Wednesday,5,Spring,0,0,0,0,0,24,2.3,159,5.4,Espresso,10,802.45
2029-05-03,Thursday,5,Spring,0,0,0,1,0,26,0.4,192,10.36,Americano,10,2050.99
2029-05-04,Friday,5,Spring,0,0,0,0,0,27,4.6,153,5.93,Espresso,10,982.4
2029-05-05,Saturday,5,Spring,1,0,0,1,0,30,2.0,276,6.88,Mocha,11,2152.13
2029-05-06,Sunday,5,Spring,1,0,0,1,0,27,0.0,246,9.43,Mocha,11,2649.73
2029-05-07,Monday,5,Spring,0,0,0,0,0,30,4.1,118,6.41,Cappuccino,10,899.08
2029-05-08,Tuesday,5,Spring,0,0,0,1,0,27,1.2,203,8.81,Latte,10,2064.48
2029-05-09,Wednesday,5,Spring,0,0,0,0,1,19,3.3,191,7.24,Espresso,10,1411.38
2029-05-10,Thursday,5,Spring,0,0,0,0,1,23,2.5,197,8.59,Cappuccino,10,1746.09
2029-05-11,Friday,5,Spring,0,0,0,1,0,24,0.0,206,7.35,Sandwich,10,1770.15
2029-05-12,Saturday,5,Spring,1,0,0,1,0,29,1.3,261,10.5,Espresso,11,2950.8
2029-05-13,Sunday,5,Spring,1,0,0,1,0,19,3.6,237,7.2,Tea,11,1741.92
2029-05-14,Monday,5,Spring,0,0,0,0,0,22,6.5,142,10.47,Latte,10,1408.75
2029-05-15,Tuesday,5,Spring,0,0,0,0,0,19,5.2,121,4.52,Americano,10,563.51
2029-05-16,Wednesday,5,Spring,0,0,0,0,0,23,5.1,117,6.13,Americano,10,592.76
2029-05-17,Thursday,5,Spring,0,0,0,1,0,27,0.7,190,8.79,Cappuccino,10,1972.01
2029-05-18,Friday,5,Spring,0,0,0,0,1,20,4.7,165,8.44,Pastry,10,1403.18
2029-05-19,Saturday,5,Spring,1,0,0,1,1,29,7.3,293,5.2,Pastry,11,1864.88
2029-05-20,Sunday,5,Spring,1,0,0,1,0,23,3.2,265,8.09,Pastry,11,2385.92
2029-05-21,Monday,5,Spring,0,0,0,0,0,26,8.5,138,9.18,Latte,10,1318.7
2029-05-22,Tuesday,5,Spring,0,0,0,1,0,25,0.7,185,6.06,Sandwich,10,1287.44
2029-05-23,Wednesday,5,Spring,0,0,0,1,0,25,8.1,185,6.99,Sandwich,10,1380.09
2029-05-24,Thursday,5,Spring,0,0,0,0,1,23,6.2,165,9.34,Espresso,10,1707.58
2029-05-25,Friday,5,Spring,0,0,0,0,0,29,2.4,122,8.85,Mocha,10,1208.03
2029-05-26,Saturday,5,Spring,1,0,0,0,0,23,6.6,180,6.8,Tea,11,1123.06
2029-05-27,Sunday,5,Spring,1,1,0,0,0,28,0.0,197,5.39,Sandwich,11,1106.02
2029-05-28,Monday,5,Spring,0,0,0,0,0,28,0.5,154,5.46,Pastry,10,747.28
2029-05-29,Tuesday,5,Spring,0,0,0,0,1,23,0.0,205,8.0,Cappuccino,10,1706.24
2029-05-30,Wednesday,5,Spring,0,0,0,0,0,19,2.5,143,6.8,Espresso,10,1018.41
2029-05-31,Thursday,5,Spring,0,0,0,0,0,29,4.5,109,9.05,Cappuccino,10,972.7
2029-06-01,Friday,6,Summer,0,0,0,0,0,42,1.2,151,8.78,Pastry,10,1184.45
2029-06-02,Saturday,6,Summer,1,0,0,0,1,36,4.7,276,10.18,Pastry,11,2857.73
2029-06-03,Sunday,6,Summer,1,0,0,0,0,34,2.0,223,7.95,Espresso,11,1872.39
2029-06-04,Monday,6,Summer,0,0,0,0,0,33,6.7,149,7.54,Cappuccino,10,1033.96
2029-06-05,Tuesday,6,Summer,0,0,0,0,1,32,1.7,200,7.16,Tea,10,1373.98
2029-06-06,Wednesday,6,Summer,0,1,0,1,0,38,0.0,166,10.19,Latte,10,1992.91
2029-06-07,Thursday,6,Summer,0,1,0,0,0,37,7.4,138,4.58,Tea,10,699.18
2029-06-08,Friday,6,Summer,0,0,0,1,0,28,0.0,206,8.19,Tea,10,1954.53
2029-06-09,Saturday,6,Summer,1,0,0,0,0,36,0.0,197,7.95,Cappuccino,11,1467.16
2029-06-10,Sunday,6,Summer,1,0,0,0,1,40,5.3,258,7.31,Mocha,11,2029.33
2029-06-11,Monday,6,Summer,0,0,0,0,0,36,0.0,145,9.81,Latte,10,1328.16
2029-06-12,Tuesday,6,Summer,0,0,0,0,1,33,1.6,208,8.06,Pastry,10,1753.26
2029-06-13,Wednesday,6,Summer,0,0,0,0,0,29,0.0,134,6.71,Sandwich,10,1010.2
2029-06-14,Thursday,6,Summer,0,0,0,0,0,29,0.0,127,10.04,Pastry,10,1154.29
2029-06-15,Friday,6,Summer,0,0,0,0,0,32,0.0,140,9.15,Sandwich,10,1166.34
2029-06-16,Saturday,6,Summer,1,0,0,0,0,38,0.0,215,8.32,Pastry,11,1884.44
2029-06-17,Sunday,6,Summer,1,0,0,0,0,35,0.0,232,4.62,Cappuccino,11,1205.29
2029-06-18,Monday,6,Summer,0,0,0,1,1,30,0.0,264,8.34,Sandwich,10,2523.83
2029-06-19,Tuesday,6,Summer,0,0,0,1,0,41,3.0,172,7.37,Americano,10,1318.04
2029-06-20,Wednesday,6,Summer,0,0,0,0,0,33,0.5,140,6.72,Cappuccino,10,918.29
2029-06-21,Thursday,6,Summer,0,0,0,1,0,36,0.1,199,10.27,Americano,10,2261.61
2029-06-22,Friday,6,Summer,0,0,0,0,0,37,2.8,112,9.02,Espresso,10,969.54
2029-06-23,Saturday,6,Summer,1,0,0,1,0,35,0.0,243,8.23,Mocha,11,2181.56
2029-06-24,Sunday,6,Summer,1,1,0,1,0,28,0.0,222,5.99,Cappuccino,11,1503.17
2029-06-25,Monday,6,Summer,0,0,0,0,1,35,3.0,175,6.42,Tea,10,1277.78
2029-06-26,Tuesday,6,Summer,0,0,0,0,0,32,0.0,142,10.18,Americano,10,1506.33
2029-06-27,Wednesday,6,Summer,0,0,0,1,0,29,1.0,197,6.48,Latte,10,1333.34
2029-06-28,Thursday,6,Summer,0,0,0,0,0,31,2.9,143,7.05,Pastry,10,959.25
2029-06-29,Friday,6,Summer,0,0,0,0,0,35,3.4,141,5.63,Espresso,10,881.34
2029-06-30,Saturday,6,Summer,1,0,0,0,0,38,0.0,197,9.39,Espresso,11,1819.2
2029-07-01,Sunday,7,Summer,1,0,0,0,0,37,0.3,231,4.89,Americano,11,1197.87
2029-07-02,Monday,7,Summer,0,1,0,0,1,31,0.9,177,6.94,Latte,10,1402.79
2029-07-03,Tuesday,7,Summer,0,0,0,0,0,33,3.1,120,5.79,Espresso,10,797.3
2029-07-04,Wednesday,7,Summer,0,0,0,0,0,39,0.0,128,4.51,Tea,10,447.13
2029-07-05,Thursday,7,Summer,0,0,0,0,0,33,1.1,159,6.55,Mocha,10,1064.31
2029-07-06,Friday,7,Summer,0,0,0,0,1,28,2.1,202,5.64,Sandwich,10,1158.1
2029-07-07,Saturday,7,Summer,1,0,0,0,0,38,1.8,186,7.4,Espresso,11,1405.65
2029-07-08,Sunday,7,Summer,1,0,0,0,0,33,0.0,200,9.41,Mocha,11,1939.19
2029-07-09,Monday,7,Summer,0,0,0,0,0,34,4.3,121,7.68,Mocha,10,800.51
2029-07-10,Tuesday,7,Summer,0,0,0,0,0,40,4.3,156,8.04,Espresso,10,1275.93
2029-07-11,Wednesday,7,Summer,0,0,0,0,1,31,0.0,206,7.17,Cappuccino,10,1419.45
2029-07-12,Thursday,7,Summer,0,0,0,0,1,34,0.0,201,10.35,Cappuccino,10,2096.72
2029-07-13,Friday,7,Summer,0,0,0,0,1,39,0.0,194,6.21,Pastry,10,1131.34
2029-07-14,Saturday,7,Summer,1,0,0,1,0,28,0.9,232,5.09,Espresso,11,1369.7
2029-07-15,Sunday,7,Summer,1,0,0,0,0,38,3.3,189,4.93,Pastry,11,937.86
2029-07-16,Monday,7,Summer,0,0,0,0,1,33,0.4,193,5.69,Sandwich,10,1298.51
2029-07-17,Tuesday,7,Summer,0,0,0,0,0,33,2.9,152,6.93,Pastry,10,978.85
2029-07-18,Wednesday,7,Summer,0,0,0,0,0,34,4.0,139,9.91,Sandwich,10,1339.93
2029-07-19,Thursday,7,Summer,0,0,0,0,0,32,0.9,141,6.17,Pastry,10,901.34
2029-07-20,Friday,7,Summer,0,0,0,0,0,35,0.0,133,8.93,Latte,10,1130.71
2029-07-21,Saturday,7,Summer,1,0,0,0,0,41,4.4,199,5.62,Mocha,11,1023.8
2029-07-22,Sunday,7,Summer,1,0,0,1,0,39,0.0,265,7.41,Mocha,11,2114.08
2029-07-23,Monday,7,Summer,0,0,0,0,0,41,0.9,129,9.62,Tea,10,1376.81
2029-07-24,Tuesday,7,Summer,0,0,0,1,0,36,6.3,164,5.83,Tea,10,1200.65
2029-07-25,Wednesday,7,Summer,0,0,0,1,0,42,4.7,200,7.35,Pastry,10,1733.34
2029-07-26,Thursday,7,Summer,0,0,0,0,0,36,3.0,158,9.46,Latte,10,1625.83
2029-07-27,Friday,7,Summer,0,0,0,0,0,34,0.0,134,6.46,Americano,10,941.54
2029-07-28,Saturday,7,Summer,1,0,0,0,0,29,1.0,196,5.63,Sandwich,11,1087.67
2029-07-29,Sunday,7,Summer,1,0,0,1,0,28,5.8,254,5.04,Latte,11,1354.29
2029-07-30,Monday,7,Summer,0,0,0,0,1,30,0.0,212,6.04,Pastry,10,1272.92
2029-07-31,Tuesday,7,Summer,0,0,0,0,0,35,0.0,126,8.62,Espresso,10,949.95
2029-08-01,Wednesday,8,Summer,0,0,0,0,0,34,3.7,125,9.32,Mocha,10,1309.98
2029-08-02,Thursday,8,Summer,0,1,0,1,0,29,0.2,165,7.33,Cappuccino,10,1389.57
2029-08-03,Friday,8,Summer,0,0,0,1,1,32,1.5,214,5.52,Espresso,10,1219.15
2029-08-04,Saturday,8,Summer,1,1,0,0,0,28,0.0,193,9.17,Americano,11,1824.92
2029-08-05,Sunday,8,Summer,1,0,0,0,0,40,3.4,195,7.68,Mocha,11,1489.33
2029-08-06,Monday,8,Summer,0,0,0,0,0,37,0.5,138,5.39,Pastry,10,788.85
2029-08-07,Tuesday,8,Summer,0,0,0,1,0,31,3.0,177,8.82,Mocha,10,1692.53
2029-08-08,Wednesday,8,Summer,0,0,0,0,0,29,2.6,121,8.91,Sandwich,10,999.81
2029-08-09,Thursday,8,Summer,0,0,0,0,1,32,0.0,186,8.04,Americano,10,1450.92
2029-08-10,Friday,8,Summer,0,0,0,0,0,31,4.6,144,7.62,Pastry,10,1112.06
2029-08-11,Saturday,8,Summer,1,0,0,0,0,42,0.9,213,8.27,Cappuccino,11,1714.31
2029-08-12,Sunday,8,Summer,1,0,0,0,0,32,0.5,187,9.59,Cappuccino,11,1903.7
2029-08-13,Monday,8,Summer,0,0,0,0,0,35,0.0,159,9.45,Americano,10,1616.93
2029-08-14,Tuesday,8,Summer,0,0,0,0,1,42,5.6,164,5.72,Latte,10,1073.87
2029-08-15,Wednesday,8,Summer,0,0,0,0,0,33,5.0,139,7.48,Pastry,10,1166.62
2029-08-16,Thursday,8,Summer,0,0,0,1,1,38,0.0,246,9.6,Latte,10,2608.13
2029-08-17,Friday,8,Summer,0,0,0,0,1,40,3.4,170,9.42,Pastry,10,1712.88
2029-08-18,Saturday,8,Summer,1,0,0,0,1,30,0.0,241,4.68,Americano,11,1117.75
2029-08-19,Sunday,8,Summer,1,0,0,0,0,40,4.3,184,8.18,Mocha,11,1411.19
2029-08-20,Monday,8,Summer,0,0,0,1,0,42,2.8,173,10.12,Sandwich,10,1893.65
2029-08-21,Tuesday,8,Summer,0,1,0,0,0,29,0.0,130,5.61,Mocha,10,634.26
2029-08-22,Wednesday,8,Summer,0,0,0,1,1,38,2.0,248,8.32,Cappuccino,10,2237.89
2029-08-23,Thursday,8,Summer,0,0,0,0,0,29,1.1,123,9.08,Sandwich,10,1159.64
2029-08-24,Friday,8,Summer,0,0,0,0,0,34,0.7,150,8.62,Mocha,10,1236.64
2029-08-25,Saturday,8,Summer,1,0,0,0,0,29,0.0,195,9.3,Mocha,11,1744.14
2029-08-26,Sunday,8,Summer,1,0,0,1,1,38,0.0,298,4.88,Mocha,11,1659.04
2029-08-27,Monday,8,Summer,0,0,0,1,0,42,0.0,201,5.61,Tea,10,1270.22
2029-08-28,Tuesday,8,Summer,0,0,0,0,0,38,3.8,136,8.39,Espresso,10,1076.63
2029-08-29,Wednesday,8,Summer,0,0,0,0,0,31,4.4,136,9.88,Sandwich,10,1371.2
2029-08-30,Thursday,8,Summer,0,0,0,0,1,40,6.6,171,7.38,Latte,10,1194.92
2029-08-31,Friday,8,Summer,0,0,0,0,0,30,1.4,163,6.55,Americano,10,1058.05
2029-09-01,Saturday,9,Autumn,1,0,0,0,0,27,8.4,183,5.91,Pastry,11,1149.41
2029-09-02,Sunday,9,Autumn,1,0,0,0,0,29,9.7,215,8.37,Mocha,11,1742.44
2029-09-03,Monday,9,Autumn,0,0,0,1,0,23,2.6,164,5.48,Latte,10,1081.15
2029-09-04,Tuesday,9,Autumn,0,0,0,0,0,25,2.8,138,6.28,Latte,10,873.25
2029-09-05,Wednesday,9,Autumn,0,0,0,0,0,19,2.8,144,7.24,Espresso,10,1169.1
2029-09-06,Thursday,9,Autumn,0,0,0,0,0,23,0.1,134,5.79,Pastry,10,722.74
2029-09-07,Friday,9,Autumn,0,0,0,0,0,30,2.1,155,5.71,Tea,10,802.77
2029-09-08,Saturday,9,Autumn,1,0,0,0,0,27,1.6,207,10.28,Sandwich,11,2193.05
2029-09-09,Sunday,9,Autumn,1,0,0,1,0,25,1.8,260,4.93,Tea,11,1545.28
2029-09-10,Monday,9,Autumn,0,0,0,0,0,28,3.0,110,10.07,Tea,10,1078.97
2029-09-11,Tuesday,9,Autumn,0,0,0,1,0,22,2.1,186,8.6,Mocha,10,1731.48
2029-09-12,Wednesday,9,Autumn,0,0,0,0,0,26,10.8,143,6.74,Tea,10,894.45
2029-09-13,Thursday,9,Autumn,0,0,0,0,1,30,3.7,213,10.35,Mocha,10,2218.66
2029-09-14,Friday,9,Autumn,0,0,0,0,0,23,0.3,137,4.89,Cappuccino,10,744.65
2029-09-15,Saturday,9,Autumn,1,0,0,0,0,26,6.4,222,8.55,Tea,11,1804.01
2029-09-16,Sunday,9,Autumn,1,0,0,0,0,26,5.2,184,6.9,Americano,11,1230.27
2029-09-17,Monday,9,Autumn,0,0,0,0,0,28,1.5,143,8.16,Cappuccino,10,1089.95
2029-09-18,Tuesday,9,Autumn,0,0,0,1,0,18,5.3,172,9.34,Tea,10,1726.91
2029-09-19,Wednesday,9,Autumn,0,0,0,0,0,29,3.3,148,8.25,Espresso,10,1220.1
2029-09-20,Thursday,9,Autumn,0,0,0,1,1,19,1.9,238,8.84,Sandwich,10,2394.05
2029-09-21,Friday,9,Autumn,0,0,0,0,0,18,5.0,150,6.49,Mocha,10,1074.22
2029-09-22,Saturday,9,Autumn,1,0,0,0,0,18,0.0,224,4.84,Espresso,11,995.39
2029-09-23,Sunday,9,Autumn,1,0,0,1,0,25,3.7,229,10.01,Pastry,11,2458.51
2029-09-24,Monday,9,Autumn,0,0,0,0,1,22,0.0,188,7.9,Sandwich,10,1468.38
2029-09-25,Tuesday,9,Autumn,0,0,0,0,0,21,4.6,149,9.94,Pastry,10,1338.31
2029-09-26,Wednesday,9,Autumn,0,0,0,1,0,28,0.0,166,10.48,Mocha,10,1993.35
2029-09-27,Thursday,9,Autumn,0,0,0,0,1,18,3.4,167,5.05,Tea,10,969.2
2029-09-28,Friday,9,Autumn,0,0,0,0,0,24,0.0,121,10.47,Cappuccino,10,1303.11
2029-09-29,Saturday,9,Autumn,1,0,0,0,0,27,0.0,210,6.17,Latte,11,1442.15
2029-09-30,Sunday,9,Autumn,1,0,0,0,0,26,4.9,223,10.19,Pastry,11,2181.69
2029-10-01,Monday,10,Autumn,0,0,0,0,0,27,2.1,146,5.31,Latte,10,820.58
2029-10-02,Tuesday,10,Autumn,0,0,0,0,0,26,1.8,159,9.57,Espresso,10,1463.09
2029-10-03,Wednesday,10,Autumn,0,0,0,0,0,24,0.5,161,7.6,Pastry,10,1118.26
2029-10-04,Thursday,10,Autumn,0,0,0,0,0,25,8.8,98,5.09,Americano,10,540.1
2029-10-05,Friday,10,Autumn,0,0,0,0,0,29,5.6,131,5.22,Tea,10,827.65
2029-10-06,Saturday,10,Autumn,1,0,0,0,0,30,1.0,218,8.39,Americano,11,1733.07
2029-10-07,Sunday,10,Autumn,1,1,0,1,0,22,5.2,210,9.01,Cappuccino,11,2123.98
2029-10-08,Monday,10,Autumn,0,0,0,0,0,23,4.8,126,7.92,Latte,10,1032.09
2029-10-09,Tuesday,10,Autumn,0,0,0,0,0,23,0.1,148,10.43,Latte,10,1661.9
2029-10-10,Wednesday,10,Autumn,0,0,0,1,0,24,5.7,152,6.05,Latte,10,965.37
2029-10-11,Thursday,10,Autumn,0,0,0,0,0,20,3.7,146,9.53,Latte,10,1328.76
2029-10-12,Friday,10,Autumn,0,0,0,1,0,18,4.4,177,4.55,Americano,10,988.97
2029-10-13,Saturday,10,Autumn,1,0,0,0,0,27,2.5,212,6.34,Latte,11,1414.83
2029-10-14,Sunday,10,Autumn,1,0,0,0,0,24,3.0,218,9.54,Americano,11,2004.3
2029-10-15,Monday,10,Autumn,0,0,0,0,0,27,1.1,127,6.23,Americano,10,654.56
2029-10-16,Tuesday,10,Autumn,0,0,0,0,0,30,2.5,158,5.4,Latte,10,717.9
2029-10-17,Wednesday,10,Autumn,0,0,0,0,0,27,2.4,135,7.51,Tea,10,897.91
2029-10-18,Thursday,10,Autumn,0,0,0,0,0,26,8.5,131,4.92,Sandwich,10,712.47
2029-10-19,Friday,10,Autumn,0,0,0,1,0,18,6.7,192,9.45,Americano,10,1992.97
2029-10-20,Saturday,10,Autumn,1,0,0,0,0,26,0.0,223,7.5,Mocha,11,1579.91
2029-10-21,Sunday,10,Autumn,1,0,0,0,0,28,2.7,197,4.98,Espresso,11,1050.12
2029-10-22,Monday,10,Autumn,0,0,0,0,0,23,7.7,131,6.67,Cappuccino,10,789.35
2029-10-23,Tuesday,10,Autumn,0,0,0,0,0,28,11.9,110,5.94,Latte,10,691.59
2029-10-24,Wednesday,10,Autumn,0,0,0,1,0,19,0.0,168,5.79,Latte,10,969.72
2029-10-25,Thursday,10,Autumn,0,0,0,0,0,24,2.7,113,7.42,Pastry,10,892.79
2029-10-26,Friday,10,Autumn,0,0,0,1,0,30,3.9,157,5.95,Espresso,10,1037.4
2029-10-27,Saturday,10,Autumn,1,0,0,1,0,23,1.4,268,9.27,Latte,11,2691.71
2029-10-28,Sunday,10,Autumn,1,0,0,0,0,23,0.0,229,6.91,Espresso,11,1604.37
2029-10-29,Monday,10,Autumn,0,0,0,0,0,18,0.3,152,5.66,Mocha,10,960.26
2029-10-30,Tuesday,10,Autumn,0,1,0,1,1,28,4.3,228,6.47,Pastry,10,1808.45
2029-10-31,Wednesday,10,Autumn,0,0,0,0,0,25,3.7,149,5.83,Cappuccino,10,789.31
2029-11-01,Thursday,11,Autumn,0,0,0,0,0,22,2.9,118,10.31,Pastry,10,1312.11
2029-11-02,Friday,11,Autumn,0,1,0,0,0,24,0.0,115,6.6,Americano,10,764.19
2029-11-03,Saturday,11,Autumn,1,0,0,0,0,22,3.3,182,10.34,Latte,11,1867.93
2029-11-04,Sunday,11,Autumn,1,0,0,1,0,30,2.4,248,6.82,Espresso,11,1930.27
2029-11-05,Monday,11,Autumn,0,0,0,1,0,19,2.3,187,5.79,Pastry,10,1160.87
2029-11-06,Tuesday,11,Autumn,0,0,0,0,0,25,4.0,154,9.14,Americano,10,1304.26
2029-11-07,Wednesday,11,Autumn,0,0,0,0,0,22,0.5,129,6.87,Mocha,10,863.23
2029-11-08,Thursday,11,Autumn,0,1,0,0,0,21,9.5,128,8.34,Cappuccino,10,929.3
2029-11-09,Friday,11,Autumn,0,0,0,0,1,26,5.2,195,5.53,Espresso,10,1096.78
2029-11-10,Saturday,11,Autumn,1,0,0,0,1,23,0.2,273,8.8,Mocha,11,2490.37
2029-11-11,Sunday,11,Autumn,1,0,0,0,0,25,1.1,194,9.38,Espresso,11,1694.11
2029-11-12,Monday,11,Autumn,0,0,0,0,0,29,3.6,127,10.26,Mocha,10,1382.21
2029-11-13,Tuesday,11,Autumn,0,0,0,0,1,26,5.4,164,5.42,Espresso,10,992.91
2029-11-14,Wednesday,11,Autumn,0,0,0,0,1,28,9.0,195,7.04,Americano,10,1533.83
2029-11-15,Thursday,11,Autumn,0,0,0,0,0,20,0.0,141,10.1,Cappuccino,10,1297.46
2029-11-16,Friday,11,Autumn,0,0,0,0,0,28,7.2,104,4.86,Tea,10,393.54
2029-11-17,Saturday,11,Autumn,1,0,0,0,0,20,4.5,215,10.12,Tea,11,2284.6
2029-11-18,Sunday,11,Autumn,1,0,0,0,1,26,7.0,260,9.84,Tea,11,2730.67
2029-11-19,Monday,11,Autumn,0,0,0,1,1,27,6.0,214,8.42,Pastry,10,2064.69
2029-11-20,Tuesday,11,Autumn,0,0,0,0,1,28,3.8,165,9.21,Tea,10,1668.69
2029-11-21,Wednesday,11,Autumn,0,0,0,0,0,28,3.9,120,8.38,Espresso,10,950.09
2029-11-22,Thursday,11,Autumn,0,0,0,0,0,24,8.5,148,7.1,Espresso,10,1024.85
2029-11-23,Friday,11,Autumn,0,0,0,1,0,22,6.3,166,5.24,Pastry,10,849.53
2029-11-24,Saturday,11,Autumn,1,0,0,0,0,22,4.4,225,9.66,Tea,11,2283.18
2029-11-25,Sunday,11,Autumn,1,0,0,0,0,25,1.2,187,8.94,Sandwich,11,1796.86
2029-11-26,Monday,11,Autumn,0,0,0,0,0,24,5.7,111,5.3,Latte,10,483.58
2029-11-27,Tuesday,11,Autumn,0,0,0,0,0,24,4.4,128,7.84,Pastry,10,966.21
2029-11-28,Wednesday,11,Autumn,0,0,0,0,0,25,11.1,131,8.05,Pastry,10,1117.33
2029-11-29,Thursday,11,Autumn,0,0,0,0,1,30,2.8,178,5.72,Americano,10,1142.98
2029-11-30,Friday,11,Autumn,0,0,0,1,0,21,6.6,173,9.52,Sandwich,10,1926.75
2029-12-01,Saturday,12,Winter,1,0,0,0,0,7,7.1,177,5.43,Sandwich,11,1058.23
2029-12-02,Sunday,12,Winter,1,0,0,0,0,11,0.0,228,10.08,Tea,11,2167.03
2029-12-03,Monday,12,Winter,0,0,0,1,0,17,0.0,191,6.26,Cappuccino,10,1245.27
2029-12-04,Tuesday,12,Winter,0,0,0,1,1,5,2.8,210,5.71,Sandwich,10,1436.74
2029-12-05,Wednesday,12,Winter,0,0,0,0,0,9,0.0,151,9.6,Americano,10,1381.48
2029-12-06,Thursday,12,Winter,0,0,0,0,0,10,7.5,130,5.48,Espresso,10,763.92
2029-12-07,Friday,12,Winter,0,0,0,0,0,5,5.2,111,6.55,Mocha,10,715.05
2029-12-08,Saturday,12,Winter,1,0,0,1,1,11,4.7,319,5.85,Espresso,11,2170.01
2029-12-09,Sunday,12,Winter,1,0,0,1,1,8,0.8,299,10.01,Latte,11,3536.38
2029-12-10,Monday,12,Winter,0,0,0,1,0,15,4.4,185,6.53,Americano,10,1367.53
2029-12-11,Tuesday,12,Winter,0,0,0,0,0,8,0.0,153,10.3,Tea,10,1568.66
2029-12-12,Wednesday,12,Winter,0,0,0,0,0,6,1.3,158,5.98,Latte,10,795.5
2029-12-13,Thursday,12,Winter,0,0,0,0,0,7,3.3,139,9.2,Pastry,10,1192.19
2029-12-14,Friday,12,Winter,0,0,0,0,0,17,7.2,107,8.32,Cappuccino,10,935.18
2029-12-15,Saturday,12,Winter,1,0,0,1,1,14,7.2,275,7.41,Americano,11,2240.38
2029-12-16,Sunday,12,Winter,1,1,0,0,0,11,3.4,188,7.22,Americano,11,1425.11
2029-12-17,Monday,12,Winter,0,0,0,1,0,14,0.7,171,7.78,Tea,10,1367.8
2029-12-18,Tuesday,12,Winter,0,0,0,0,0,5,4.0,147,8.65,Mocha,10,1300.35
2029-12-19,Wednesday,12,Winter,0,0,0,0,1,16,2.5,198,8.04,Mocha,10,1765.49
2029-12-20,Thursday,12,Winter,0,0,0,1,1,8,2.4,250,9.62,Americano,10,2776.75
2029-12-21,Friday,12,Winter,0,0,0,0,0,5,3.1,144,10.04,Mocha,10,1530.91
2029-12-22,Saturday,12,Winter,1,0,0,1,1,9,4.6,323,6.16,Pastry,11,2433.82
2029-12-23,Sunday,12,Winter,1,0,0,0,0,17,5.8,180,10.45,Pastry,11,1998.61
2029-12-24,Monday,12,Winter,0,0,0,0,0,14,0.4,142,9.94,Espresso,10,1403.82
2029-12-25,Tuesday,12,Winter,0,0,0,1,0,18,0.4,163,5.51,Americano,10,1065.88
2029-12-26,Wednesday,12,Winter,0,0,0,0,0,10,0.0,125,8.09,Latte,10,1119.44
2029-12-27,Thursday,12,Winter,0,0,0,1,0,5,1.6,204,6.38,Americano,10,1577.58
2029-12-28,Friday,12,Winter,0,0,0,1,0,6,4.6,151,9.56,Latte,10,1622.77
2029-12-29,Saturday,12,Winter,1,0,0,0,0,11,1.7,215,5.25,Sandwich,11,1223.31
2029-12-30,Sunday,12,Winter,1,0,0,0,0,5,2.0,230,5.99,Mocha,11,1455.0
2029-12-31,Monday,12,Winter,0,0,0,0,0,17,0.0,136,9.35,Espresso,10,1226.56
